Geneid	Chr	Start	End	Strand	Length	cont_1	cont_2	cont_3	KD_1	KD_2	KD_3
ENSMUSG00000026083	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	38054855;38074651;38074870;38075710;38078439;38079009;38089122;38089913;38090874;38092838;38094048;38094392;38097518;38098542;38101549;38102169;38102493;38103457;38105638;38105862;38106021;38107032;38107968;38108451	38055169;38074776;38074954;38076379;38078656;38079159;38089220;38090002;38090948;38093118;38094155;38094502;38097585;38098683;38101680;38102351;38102654;38103588;38105769;38105938;38106185;38107170;38108129;38112424	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7797	8175	9507	8795	7315	6789	6732
ENSMUSG00000026082	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	38109632;38110461;38110685;38110929;38111590;38112136;38113109;38113562;38114519;38115967;38119960;38124345;38128188;38131160;38136135;38140549;38142390;38144816;38148908;38155698;38164413;38165249;38186307	38110043;38110563;38110841;38111140;38111710;38112369;38113311;38113727;38114621;38116139;38120180;38124464;38128342;38131288;38136243;38140665;38142497;38145519;38149060;38155866;38164539;38165312;38186507	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4261	7289	7846	7062	7041	5937	6266
ENSMUSG00000037138	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	38234171;38238105;38238460;38242170;38243781;38248016;38250411;38254167;38260656;38261735;38264751;38266398;38275108;38309486;38326555;38376957;38386717;38392276;38398566;38463341;38591751;38592256;38593671;38595772;38595947;38596647;38683934;38721703	38236415;38238328;38238509;38242263;38243852;38248152;38250474;38254288;38260783;38261936;38264875;38267492;38275300;38309526;38326606;38377008;38386753;38392718;38398646;38463388;38592136;38592568;38593791;38595846;38595955;38596687;38684089;38721800	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6704	241	297	272	299	231	214
ENSMUSG00000085391	1;1;1;1;1;1	38292265;38295966;38296545;38302422;38302914;38303294	38292349;38296119;38296812;38302554;38302967;38303511	+;+;+;+;+;+	912	0	0	0	0	0	0
ENSMUSG00000085280	1;1;1	38364747;38365115;38368457	38364854;38365326;38368775	+;+;+	639	0	0	0	0	0	0
ENSMUSG00000087131	1;1;1;1;1;1	38441794;38445674;38446155;38446410;38447669;38450394	38442006;38445773;38446246;38447089;38448010;38450819	+;+;+;+;+;+	1853	0	0	0	1	0	0
ENSMUSG00000048814	1;1;1;1;1;1;1;1;1;1;1;1	38850514;38857496;38861084;38863886;38864681;38868557;38869389;38870058;38872810;38874907;38877992;38892616	38855068;38857645;38861246;38864044;38864802;38868671;38869485;38870265;38872965;38875029;38878110;38892935	-;-;-;-;-;-;-;-;-;-;-;-	6287	3793	4057	3752	4080	3545	3530
ENSMUSG00000026080	1;1;1;1;1;1;1;1	38920722;38924826;38926988;38930794;38939334;38941195;38952782;38954735	38922880;38924931;38928680;38930885;38939463;38941326;38952901;38955005	-;-;-;-;-;-;-;-	4703	1727	1772	1631	1841	1600	1574
ENSMUSG00000067604	1;1;1;1;1;1;1;1;1;1	38995994;38998356;38998712;39000783;39000901;39002901;39003800;39004405;39005474;39006728	38996206;38998411;38998762;39000806;39000954;39002984;39003835;39004446;39005520;39007123	+;+;+;+;+;+;+;+;+;+	1003	0	0	0	0	0	0
ENSMUSG00000026078	1;1;1;1;1;1	39044659;39048091;39051760;39052090;39052580;39052986	39044694;39048220;39051850;39052233;39052788;39054081	+;+;+;+;+;+	1706	4472	4757	4333	4052	3549	3383
ENSMUSG00000026077	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	39250576;39251057;39320164;39344313;39349532;39357489;39368686;39369800;39381285;39382141;39382933;39385152;39387782;39390655;39391548;39392840;39394898;39398400;39402114;39404336;39405277;39416494;39418700	39250854;39251587;39320220;39344461;39349623;39357578;39368806;39369913;39381403;39382223;39383039;39385299;39387866;39390796;39391657;39392941;39395044;39398675;39402311;39404526;39405369;39416668;39420079	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4789	17	21	13	17	10	7
ENSMUSG00000092553	1	39333128	39333410	-	283	0	0	0	0	0	0
ENSMUSG00000092563	1	39371744	39372298	+	555	0	1	0	2	0	0
ENSMUSG00000073702	1;1;1;1;1	39424696;39424994;39426859;39427799;39428147	39424779;39425100;39426984;39427911;39428753	+;+;+;+;+	1037	33834	42024	39071	39027	35066	34517
ENSMUSG00000003134	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	39428344;39430572;39430927;39433269;39433723;39436300;39436840;39437073;39438122;39441966;39442843;39446153;39447962;39448902;39450910;39459528;39462136;39463597;39482913;39535285	39429631;39430669;39431016;39433334;39433963;39436368;39436938;39437202;39438407;39442083;39443057;39446303;39448132;39449099;39451117;39459768;39462364;39463715;39483023;39535592	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4436	2041	2242	1955	2609	2151	2176
ENSMUSG00000065629	1	39576378	39576591	+	214	0	0	0	0	0	0
ENSMUSG00000003135	1;1;1;1;1;1;1;1	39591837;39592399;39594261;39595090;39596718;39599245;39601737;39601914	39591892;39593182;39594425;39595268;39596920;39599447;39601833;39603726	+;+;+;+;+;+;+;+	3500	3742	4309	3863	3339	2941	2928
ENSMUSG00000085894	1;1;1	39604415;39605771;39607299	39604506;39605961;39608847	-;-;-	1832	202	216	191	249	170	178
ENSMUSG00000077704	1	39605590	39605699	-	110	21	26	9	23	18	11
ENSMUSG00000048234	1;1;1;1;1;1;1	39608141;39612323;39615160;39617538;39620893;39621927;39633672	39609360;39612515;39615602;39617620;39620961;39622177;39634250	-;-;-;-;-;-;-	2838	3256	3451	3440	4213	3647	3406
ENSMUSG00000064936	1	39630591	39630720	-	130	8	7	6	3	6	6
ENSMUSG00000050967	1;1;1;1	39675251;39681715;39704621;39707351	39680088;39681828;39704790;39708027	-;-;-;-	5799	640	668	598	713	681	637
ENSMUSG00000090677	1;1	39707021;39711822	39708269;39714235	+;+	3663	27	29	31	32	24	39
ENSMUSG00000057173	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	39722151;39727115;39729031;39735502;39737687;39739754;39740445;39742340;39745418;39746936;39748586;39752743;39767003;39768223;39775263;39777723	39722502;39727428;39729145;39735596;39737843;39739812;39740595;39742453;39745495;39747046;39748716;39752806;39767089;39768284;39775386;39777842	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2134	120	143	131	119	94	81
ENSMUSG00000091937	1	39861028	39861189	-	162	3	1	2	3	2	5
ENSMUSG00000026074	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	39957758;39958354;40018796;40019023;40030772;40033552;40037405;40039984;40040728;40042027;40043470;40045815;40046934;40053866;40056733;40057376;40058275;40060602;40061652;40063516;40064278;40065176;40066533;40067402;40068495;40070951;40071372;40073955;40076389;40077929;40079550;40080205;40081155;40081474	39958131;39958419;40018807;40019079;40030897;40033662;40037495;40040114;40040783;40042105;40043645;40045887;40047144;40054027;40056819;40057594;40058436;40060832;40061758;40063667;40064375;40065184;40066708;40067522;40068686;40071068;40071542;40074098;40076523;40078029;40079699;40080364;40081294;40083155	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6080	109595	126346	116630	99137	84140	85929
ENSMUSG00000086705	1;1;1;1	40133073;40141812;40141989;40142458	40133483;40141859;40142132;40142698	-;-;-;-	844	4	3	5	4	0	2
ENSMUSG00000026073	1;1;1;1;1;1;1;1;1	40141613;40159234;40162109;40168800;40171869;40174800;40177754;40179967;40181886	40141664;40159382;40162367;40168980;40172043;40174862;40177889;40180109;40182064	+;+;+;+;+;+;+;+;+	1337	37	53	45	97	102	68
ENSMUSG00000026072	1;1;1;1;1;1;1;1;1;1;1;1	40281925;40323431;40339078;40349965;40350303;40351603;40354754;40357605;40359123;40367131;40369192;40369820	40282151;40323726;40339141;40350202;40350492;40351771;40354819;40357722;40359274;40367274;40369359;40373043	+;+;+;+;+;+;+;+;+;+;+;+	5056	20	23	17	29	35	28
ENSMUSG00000070942	1;1;1;1;1;1;1;1;1;1;1	40381472;40383334;40384217;40385816;40399873;40402651;40407781;40408607;40413664;40420037;40421872	40381664;40383403;40384451;40386014;40400035;40402722;40407910;40408743;40413807;40420198;40422316	+;+;+;+;+;+;+;+;+;+;+	1950	16	17	12	19	9	16
ENSMUSG00000026069	1;1;1;1;1;1;1;1;1;1;1;1;1	40486415;40493434;40496472;40497473;40498137;40499151;40499444;40501179;40502932;40503375;40506920;40508538;40518611	40486475;40493491;40496701;40497673;40498347;40499325;40499606;40501247;40503073;40504993;40507066;40508705;40522260	+;+;+;+;+;+;+;+;+;+;+;+;+	6894	6	8	10	12	1	7
ENSMUSG00000026070	1;1;1;1;1;1;1;1;1;1;1;1	40522397;40522851;40528574;40531539;40535230;40537767;40541126;40543820;40546446;40547903;40552594;40555183	40522655;40523202;40528659;40531785;40535395;40537911;40541188;40543943;40546585;40548423;40552752;40557699	+;+;+;+;+;+;+;+;+;+;+;+	4779	4	2	7	6	8	5
ENSMUSG00000026068	1;1;1;1;1;1;1;1;1;1;1;1;1	40572207;40572545;40573242;40581061;40581639;40582049;40588321;40593903;40596069;40598537;40599835;40604612;40605470	40572321;40572620;40573380;40581227;40581960;40583762;40588471;40593968;40596330;40598883;40599972;40604785;40608550	+;+;+;+;+;+;+;+;+;+;+;+;+	6752	1	8	9	3	5	7
ENSMUSG00000026065	1;1;1;1;1;1;1;1;1;1;1;1	40637072;40640704;40657615;40659698;40663854;40664594;40667162;40668968;40675885;40680238;40681059;40686082	40637616;40641167;40657874;40659915;40664056;40664680;40667232;40669129;40675981;40680369;40681146;40687576	+;+;+;+;+;+;+;+;+;+;+;+	3822	0	0	0	0	0	0
ENSMUSG00000088965	1	40666590	40666680	+	91	0	0	0	0	0	0
ENSMUSG00000026062	1;1;1;1;1;1;1;1;1;1;1;1	40738557;40775440;40783053;40799465;40800648;40812554;40813104;40818746;40820388;40822410;40823088;40824471	40739010;40775903;40783303;40799682;40800850;40812643;40813174;40818907;40820484;40822541;40823178;40825730	+;+;+;+;+;+;+;+;+;+;+;+	3493	9	8	8	9	11	8
ENSMUSG00000041945	1;1;1;1;1;1	40828883;40838075;40841222;40844375;40847116;40847330	40831391;40838435;40843055;40844462;40847245;40847532	-;-;-;-;-;-	5125	411	374	392	261	209	207
ENSMUSG00000079588	1;1;1;1;1	40862446;40862944;40864467;40895143;40911641	40862732;40863043;40864565;40895280;40912112	+;+;+;+;+	1096	8	18	13	23	9	5
ENSMUSG00000053640	1	42286571	42287953	+	1383	0	1	1	0	2	1
ENSMUSG00000060424	1;1;1	42705223;42720401;42723686	42705301;42720447;42723757	-;-;-	198	2438	2577	2436	2761	2562	2450
ENSMUSG00000045515	1	42753991	42757052	+	3062	8484	9861	9432	9297	7894	7832
ENSMUSG00000060679	1;1;1;1;1;1;1;1;1;1;1;1	42908078;42919314;42936600;42936741;42944552;42952192;42952938;42955285;42956286;42957919;42960140;42962250	42908271;42919493;42936662;42936771;42944631;42952262;42953013;42955453;42956394;42958858;42960309;42962527	+;+;+;+;+;+;+;+;+;+;+;+	2361	3824	4005	3773	3473	3061	3048
ENSMUSG00000077448	1	42923530	42923663	-	134	0	0	0	0	0	0
ENSMUSG00000079587	1;1	43009719;43010317	43010078;43011992	+;+	2036	106	123	137	123	96	93
ENSMUSG00000041907	1	43088905	43090450	+	1546	3	2	0	11	8	4
ENSMUSG00000089088	1	43093690	43093774	+	85	0	0	0	0	0	0
ENSMUSG00000070939	1;1;1;1;1;1;1;1;1;1;1;1;1;1	43104114;43108403;43110256;43111364;43113457;43115943;43116725;43119362;43124319;43128306;43131084;43149226;43153697;43155115	43106680;43108836;43110415;43111510;43113600;43116000;43117066;43119444;43124473;43128500;43132797;43149308;43153894;43155467	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6633	4121	4681	4048	3914	3236	3486
ENSMUSG00000041878	1	43149433	43150680	+	1248	18	17	14	19	20	18
ENSMUSG00000010290	1;1;1;1	43155555;43157560;43167843;43170031	43155707;43157726;43168218;43172792	+;+;+;+	3458	3410	3620	3472	2212	2103	1983
ENSMUSG00000008136	1;1;1;1;1;1	43179919;43185089;43188497;43198543;43209921;43220547	43180510;43185275;43188666;43198717;43210099;43220806	-;-;-;-;-;-	1563	111	118	109	95	67	71
ENSMUSG00000067579	1	43246001	43246483	+	483	31	26	21	19	24	24
ENSMUSG00000066877	1;1;1;1;1;1;1	43502596;43514118;43517802;43566466;43590397;43610706;43625993	43502872;43514272;43519067;43566628;43590638;43611427;43627360	+;+;+;+;+;+;+	4193	9678	10931	10164	12050	10192	9634
ENSMUSG00000026051	1;1;1;1	43787447;43794045;43795405;43799090	43787808;43794092;43795562;43799423	+;+;+;+	902	2990	3354	3081	2760	2500	2051
ENSMUSG00000057363	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	43803811;43810562;43812544;43813817;43817366;43821735;43828526;43831662;43836910;43847309;43854090;43859377;43862198;43862471;43864195;43873721;43883582;43884460	43807207;43810665;43812601;43813877;43817409;43821854;43828647;43831721;43837014;43847489;43854150;43859469;43862241;43862534;43864222;43873809;43883861;43884645	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5097	4871	5164	4744	4402	3713	3667
ENSMUSG00000090243	1	43842755	43844033	+	1279	1	5	1	3	0	2
ENSMUSG00000088848	1	43959773	43959897	+	125	0	0	0	0	0	0
ENSMUSG00000077132	1	43975622	43975731	-	110	0	0	0	0	0	0
ENSMUSG00000041763	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	43990847;43996955;44006157;44007952;44010102;44011422;44013316;44014281;44016929;44017713;44025727;44027246;44028409;44029375;44030289;44032261;44034052;44035258;44035580;44037153;44038575;44039917;44040359;44042261;44047356;44048108;44049109;44056473;44058164;44058949	43991098;43997083;44006252;44008056;44010226;44011585;44013470;44014357;44017056;44017812;44025875;44027361;44028577;44029532;44030365;44032367;44034206;44035374;44035680;44037249;44038712;44040161;44040437;44042299;44047507;44048204;44049239;44056680;44058283;44059844	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4682	11471	12271	11419	10200	8997	9151
ENSMUSG00000047343	1;1;1;1	44066253;44067355;44074031;44076753	44066878;44070618;44074313;44076879	-;-;-;-	4300	8	8	3	10	6	10
ENSMUSG00000090106	1	44075315	44075494	-	180	0	0	0	0	0	0
ENSMUSG00000091844	1	44112797	44118781	-	5985	32	32	43	30	36	32
ENSMUSG00000026049	1;1;1;1;1;1;1;1;1	44143458;44144688;44145321;44148028;44148206;44150109;44156693;44158312;44158745	44143908;44144893;44145372;44148057;44148436;44150162;44156846;44158517;44159286	-;-;-;-;-;-;-;-;-	1926	1502	1638	1529	1192	1097	1035
ENSMUSG00000026047	1;1;1;1;1;1;1;1;1;1;1;1;1	44148308;44150109;44156693;44163391;44164610;44166839;44167580;44168928;44171286;44171539;44173000;44173883;44175163	44148436;44150162;44156846;44163949;44164717;44166928;44167789;44170020;44171363;44171744;44173157;44174088;44175653	-;-;-;-;-;-;-;-;-;-;-;-;-	3536	4589	5161	4816	3859	3443	3578
ENSMUSG00000041684	1;1;1;1;1;1;1;1;1;1;1	44175802;44176813;44183111;44184483;44185573;44186105;44186428;44193829;44195418;44198623;44199694	44176215;44177119;44183711;44184609;44185668;44186209;44186522;44193961;44195504;44198719;44201615	+;+;+;+;+;+;+;+;+;+;+	3984	2642	2783	2599	2361	2085	2065
ENSMUSG00000026048	1;1;1;1;1;1;1;1;1;1;1;1;1;1	44204589;44213780;44214989;44215650;44217822;44218655;44220722;44223654;44230183;44231007;44232684;44235019;44235989;44237376	44204995;44213957;44215180;44215736;44217954;44218798;44220929;44224727;44230876;44231220;44232828;44235219;44236076;44238105	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4495	8581	9626	8907	9318	8099	8212
ENSMUSG00000046828	1;1;1;1	44260915;44267009;44274956;44275685	44263598;44268043;44275075;44275806	-;-;-;-	3961	4	2	2	6	5	2
ENSMUSG00000089703	1	44269007	44269963	+	957	0	0	0	0	0	0
ENSMUSG00000078019	1	44528122	44528208	+	87	2	2	4	2	3	0
ENSMUSG00000056870	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	44608356;44609442;44610007;44745989;44765462;44801319;44811188;44822859;44830116;44830485;44830898;44837813;44845293;44847541;44851795	44608717;44609548;44610152;44746060;44765523;44801390;44811286;44822996;44830232;44830508;44830990;44837951;44845719;44847551;44853678	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3753	2020	2053	2038	1713	1519	1617
ENSMUSG00000089877	1	44701124	44701543	+	420	3	2	0	3	3	4
ENSMUSG00000026043	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	45368383;45378342;45378787;45379251;45382205;45382650;45383416;45384434;45384511;45384655;45385278;45385898;45386948;45387400;45387951;45388362;45388523;45388818;45388980;45389810;45390408;45390852;45391059;45391442;45391606;45391980;45392573;45393505;45394086;45394271;45394803;45395419;45395555;45396204;45396719;45397100;45397475;45397711;45397983;45398968;45400101;45400239;45400811;45401304;45401642;45401797;45402693;45403965;45404481;45405446	45368677;45378541;45378837;45381863;45382258;45382703;45383469;45384487;45384525;45384708;45385766;45385951;45386992;45387453;45388049;45388406;45388621;45388871;45389087;45389863;45390506;45390905;45391157;45391495;45391659;45392033;45392626;45393549;45394184;45394378;45394856;45395472;45395608;45396257;45396826;45397153;45397528;45397872;45398090;45399075;45400154;45400346;45400864;45401411;45401695;45401904;45402987;45404152;45404723;45406551	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8393	27	19	37	172	128	147
ENSMUSG00000026042	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	45431166;45433484;45435152;45436845;45438961;45440012;45440436;45441245;45441807;45443678;45445058;45445876;45448507;45448669;45449149;45449660;45449898;45451227;45451566;45452906;45453295;45457666;45458924;45459961;45460105;45460266;45461046;45461578;45462085;45463085;45463389;45463867;45464078;45464547;45468279;45470315;45471044;45473772;45474319;45475344;45478066;45478789;45479231;45480527;45483833;45486743;45491737;45493224;45494309;45495715;45499492;45559666	45433075;45433723;45435339;45437136;45439068;45440065;45440543;45441298;45441914;45443731;45445165;45447974;45448560;45448776;45449202;45449713;45450479;45451280;45451673;45453004;45453339;45457719;45458977;45460014;45460158;45460364;45461099;45461676;45462138;45463192;45463442;45463965;45464122;45464645;45468332;45470359;45471646;45473816;45474486;45475397;45478119;45478842;45479284;45480571;45483910;45486853;45491790;45493256;45494341;45495728;45499713;45560127	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9591	4149	4575	4104	2260	1846	1965
ENSMUSG00000065010	1	45742301	45742407	-	107	0	0	0	0	0	0
ENSMUSG00000065255	1	45803740	45803870	+	131	0	0	0	0	0	0
ENSMUSG00000087764	1	45829807	45830009	+	203	0	0	0	0	0	0
ENSMUSG00000025995	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	45852011;45855861;45858006;45858834;45860531;45862222;45863518;45864516;45868886;45869890;45870035;45871386;45873322;45874108;45875667;45876976;45879293;45879728;45880153	45852449;45855990;45858071;45859200;45860846;45862292;45863637;45864604;45869044;45869949;45870150;45871561;45873479;45875109;45876503;45877035;45879439;45879819;45880464	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4717	8407	9294	8490	6802	6319	6316
ENSMUSG00000084817	1	45914177	45914632	-	456	11	9	7	6	5	6
ENSMUSG00000091090	1	45946370	45947118	-	749	5	8	1	4	3	0
ENSMUSG00000025993	1;1;1;1;1;1;1;1	45964915;45967737;45969081;45975154;45975730;45978001;45981562;45982066	45966564;45968375;45969326;45975280;45975845;45978160;45981629;45982439	-;-;-;-;-;-;-;-	3380	85	111	92	94	81	72
ENSMUSG00000070896	1	46038393	46038860	+	468	0	0	1	1	2	2
ENSMUSG00000090682	1	46068602	46068865	-	264	0	0	0	0	0	0
ENSMUSG00000044457	1;1;1;1;1	46076917;46081749;46083344;46084761;46085643	46078792;46081938;46083463;46085569;46087314	-;-;-;-;-	4667	0	0	0	1	0	0
ENSMUSG00000041144	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	46123583;46123790;46135368;46138280;46140550;46142400;46154843;46156263;46166110;46173014;46176105;46180462;46181188;46183507;46184953;46188151;46191347;46194257;46196351;46198823;46232132;46234075;46239186;46244000;46245421;46248496;46251880;46252094;46258037;46261063;46264290;46268094;46270183;46271143;46273922;46276166;46278424;46279917;46281454;46282611;46283663;46290324;46293438;46297626;46298825;46300100;46306618;46310215;46325450;46333806;46346378;46347400;46355093;46356659;46360391;46379095;46381552;46382553;46394275;46396963;46400579;46409660;46413350;46414974;46418086;46419748;46430078	46123669;46123849;46135430;46138342;46140658;46142547;46154930;46156443;46166185;46173139;46176224;46180645;46181367;46183779;46185080;46188229;46191571;46194403;46197036;46199009;46232325;46234273;46239326;46244212;46245530;46248664;46251982;46252221;46258249;46261161;46264538;46268243;46270365;46271319;46274053;46276390;46278621;46280072;46281622;46282737;46283882;46291196;46293667;46297956;46299171;46300280;46306803;46310378;46325604;46333996;46346511;46347735;46355219;46356853;46360483;46379271;46381713;46382753;46394436;46397148;46400716;46409890;46413502;46415151;46418126;46419851;46430395	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12359	702	731	695	948	761	789
ENSMUSG00000070199	1	46431042	46431160	+	119	0	0	0	0	0	0
ENSMUSG00000078595	1;1;1;1;1	46665806;46669409;46671900;46672114;46682780	46665840;46669577;46672002;46672241;46682956	+;+;+;+;+	612	1	0	0	0	0	0
ENSMUSG00000025986	1;1;1;1;1;1;1;1;1;1	46864389;46868831;46874447;46875910;46877368;46882938;46884188;46889401;46891972;46910316	46866956;46869021;46874988;46876278;46877488;46883126;46884357;46889608;46892996;46910891	-;-;-;-;-;-;-;-;-;-	5959	12876	14296	13371	12063	10564	10758
ENSMUSG00000081185	1	47422488	47423216	-	729	17	13	17	6	17	8
ENSMUSG00000080510	1	47806123	47806243	-	121	0	0	0	0	0	0
ENSMUSG00000088017	1	47808143	47808412	-	270	0	0	0	0	0	0
ENSMUSG00000064943	1	48519017	48519137	-	121	0	0	0	0	0	0
ENSMUSG00000092790	1	49152288	49152729	+	442	0	0	0	0	0	0
ENSMUSG00000051616	1;1;1;1	49301460;49367664;49392213;49394926	49301572;49367813;49392312;49395090	+;+;+;+	528	0	0	0	0	1	0
ENSMUSG00000084531	1	50616606	50616919	+	314	0	0	0	0	0	0
ENSMUSG00000026109	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	50957491;50966806;50969632;50971075;50972179;50982111;50982386;50984363;50987393;50995057;51000041;51036144;51128312;51188987;51189903;51237096;51238581;51242229	50957626;50967732;50969716;50971172;50972274;50982253;50982590;50984963;50987502;50995186;51000067;51036764;51128408;51189135;51189962;51237219;51238739;51244114	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5654	687	803	773	930	854	823
ENSMUSG00000092906	1	51072157	51072257	+	101	3	3	1	1	1	0
ENSMUSG00000045954	1;1	51345970;51357493	51346712;51359803	+;+	3054	411	521	500	467	390	362
ENSMUSG00000026107	1;1;1;1;1;1	51526342;51529173;51529850;51531378;51534322;51534669	51528255;51529224;51529925;51531449;51534460;51535243	-;-;-;-;-;-	2828	385	431	399	378	352	385
ENSMUSG00000018417	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	51806609;51812487;51813949;51814720;51817139;51819336;51820734;51823666;51825494;51825848;51827630;51830077;51831156;51833048;51835165;51836405;51838814;51841281;51850484;51851156;51851862;51853843;51854232;51856376;51858028;51867525;51876985;51877347;51880941;51891293;51907159;51907830;51919489;51939927;51952809;51963975;51968096;51972605	51808140;51812614;51814101;51814852;51817245;51819470;51821314;51824236;51825580;51825934;51827723;51830226;51831249;51833280;51835391;51836605;51839048;51841385;51850549;51851242;51852069;51853961;51854379;51856479;51858126;51869910;51877031;51877390;51881045;51891387;51907237;51907950;51920278;51940070;51953145;51964160;51968558;51972915	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10792	14013	14841	13912	13894	11798	12095
ENSMUSG00000072324	1	51997494	51998105	-	612	215	217	215	229	256	215
ENSMUSG00000062939	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	52043992;52053106;52065088;52068627;52070634;52122159;52125590;52128705;52131521;52133377;52135338;52136585;52139362;52139706;52139822;52140923;52153629;52155231;52157168;52158696;52158961;52159325;52159692;52162050;52162512;52163754	52044064;52053193;52065572;52068755;52070778;52122257;52125682;52128783;52131606;52133528;52135496;52136677;52139421;52139723;52139915;52140967;52153712;52155329;52157303;52158745;52159055;52159461;52159883;52162116;52162620;52164032	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3146	19	17	21	26	27	22
ENSMUSG00000078291	1	52147479	52147910	-	432	6	4	10	5	2	3
ENSMUSG00000026104	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	52176282;52176756;52179435;52179958;52183364;52189388;52192447;52193723;52194123;52196038;52197421;52199745;52200930;52201048;52201994;52204138;52204727;52205747;52207102;52207463;52208082;52209077;52210688;52211830;52212827;52216127	52176467;52176916;52179565;52180102;52183462;52189477;52192525;52193814;52194274;52196196;52197513;52199804;52200959;52201141;52202035;52204221;52204843;52205882;52207165;52207512;52208176;52209222;52210873;52211905;52212926;52218704	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5245	1666	1833	1687	1179	1045	1000
